vendor_symbol,company_name,sector,industry,country,shares_outstanding,source
RXRX,"Recursion Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,524677865.0,yfinance
RXST,"RxSight, Inc.",Healthcare,Medical Devices,United States,41396609.0,yfinance
RXT,"Rackspace Technology, Inc.",Technology,Software - Infrastructure,United States,253908600.0,yfinance
RY,Royal Bank of Canada,Financial Services,Banks - Diversified,Canada,1389662335.0,yfinance
RYAM,Rayonier Advanced Materials Inc.,Basic Materials,Chemicals,United States,67438549.0,yfinance
RYAN,"Ryan Specialty Holdings, Inc.",Financial Services,Insurance - Specialty,United States,129468136.0,yfinance
RYDE,Ryde Group Ltd.,Technology,Software - Application,Singapore,150049131.0,yfinance
RYET,Ruanyun Edai Technology Inc.,Consumer Defensive,Education & Training Services,China,37280004.0,yfinance
RYM,"RYTHM, Inc.",Consumer Defensive,Tobacco,United States,2149128.0,yfinance
RYN,Rayonier Inc. REIT,Real Estate,REIT - Specialty,United States,,yfinance
RYOJ,"rYojbaba Co., Ltd.",Industrials,Consulting Services,Japan,11550000.0,yfinance
RYTM,"Rhythm Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,68593574.0,yfinance
RYZ,Ryerson Holding Corporation,Industrials,Metal Fabrication,United States,51898653.0,yfinance
RZLT,"Rezolute, Inc.",Healthcare,Biotechnology,United States,96292331.0,yfinance
RZLV,Rezolve AI PLC,Technology,Software - Infrastructure,United Kingdom,398827587.0,yfinance
S,"SentinelOne, Inc.",Technology,Software - Infrastructure,United States,336745012.0,yfinance
SA,Seabridge Gold Inc.,Basic Materials,Gold,Canada,107622939.0,yfinance
SABR,Sabre Corporation,Technology,Software - Infrastructure,United States,395313273.0,yfinance
SABS,"SAB Biotherapeutics, Inc.",Healthcare,Biotechnology,United States,76464094.0,yfinance
SACH,Sachem Capital Corp.,Real Estate,REIT - Mortgage,United States,47955647.0,yfinance
SAFE,Safehold Inc.,Real Estate,REIT - Diversified,United States,71610002.0,yfinance
SAFT,"Safety Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty,United States,14680482.0,yfinance
SAFX,"XCF Global, Inc.",Utilities,Utilities - Renewable,United States,403650229.0,yfinance
SAGT,Sagtec Global Limited,Technology,Software - Application,Malaysia,19050000.0,yfinance
SAH,"Sonic Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,19585427.0,yfinance
SAIA,"Saia, Inc.",Industrials,Trucking,United States,26674650.0,yfinance
SAIC,Science Applications International Corporation,Technology,Information Technology Services,United States,42276819.0,yfinance
SAIH,SAIHEAT Limited,Technology,Information Technology Services,Singapore,1190317.0,yfinance
SAIL,"SailPoint, Inc.",Technology,Software - Infrastructure,United States,567182997.0,yfinance
SAM,"The Boston Beer Company, Inc.",Consumer Defensive,Beverages - Brewers,United States,8345442.0,yfinance
SAMG,Silvercrest Asset Management Group Inc.,Financial Services,Asset Management,United States,7681821.0,yfinance
SAN,"Banco Santander, S.A. Sponsored",Financial Services,Banks - Diversified,Spain,14284084458.0,yfinance
SANA,"Sana Biotechnology, Inc.",Healthcare,Biotechnology,United States,278291590.0,yfinance
SANG,Sangoma Technologies Corporation,Technology,Software - Infrastructure,Canada,33278790.0,yfinance
SANM,Sanmina Corporation,Technology,Electronic Components,United States,53597356.0,yfinance
SAP,SAP SE,Technology,Software - Application,Germany,1154204232.0,yfinance
SAR,Saratoga Investment Corp.,Financial Services,Asset Management,United States,16310601.0,yfinance
SARO,"StandardAero, Inc.",Industrials,Aerospace & Defense,United States,332471972.0,yfinance
SATL,Satellogic Inc.,Industrials,Aerospace & Defense,United States,137661456.0,yfinance
SB,"Safe Bulkers, Inc.",Industrials,Marine Shipping,Monaco,101826580.0,yfinance
SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty,United States,106063017.0,yfinance
SCI,Service Corporation International,Consumer Cyclical,Personal Services,United States,136291587.0,yfinance
SCKT,"Socket Mobile, Inc.",Technology,Computer Hardware,United States,8240958.0,yfinance
SCLX,Scilex Holding Company,Healthcare,Drug Manufacturers - General,United States,7033004.0,yfinance
SCM,Stellus Capital Investment Corporation,Financial Services,Asset Management,United States,28947254.0,yfinance
SCNX,"Scienture Holdings, Inc.",Healthcare,Pharmaceutical Retailers,United States,40630815.0,yfinance
SCOR,"comScore, Inc.",Technology,Software - Application,United States,15093696.0,yfinance
SCPQ,Social Commerce Partners Corporation,Financial Services,Shell Companies,United States,10350000.0,yfinance
SCSC,"ScanSource, Inc.",Technology,Electronics & Computer Distribution,United States,20324529.0,yfinance
SCWO,374Water Inc.,Industrials,Pollution & Treatment Controls,United States,17495504.0,yfinance
SCYX,"SCYNEXIS, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,9930329.0,yfinance
SCZM,Santacruz Silver Mining Ltd.,Basic Materials,Other Industrial Metals & Mining,Canada,92740699.0,yfinance
SD,"SandRidge Energy, Inc.",Energy,Oil & Gas E&P,United States,36918259.0,yfinance
SDA,SunCar Technology Group Inc.,Consumer Cyclical,Auto & Truck Dealerships,China,55969794.0,yfinance
SDEV,Stablecoin Development Corporat,Financial Services,Asset Management,United States,50449780.0,yfinance
SDGR,"Schrödinger, Inc.",Healthcare,Health Information Services,United States,65556531.0,yfinance
SDHC,Smith Douglas Homes Corp.,Real Estate,Real Estate - Development,United States,8347257.0,yfinance
SDOT,Sadot Group Inc.,Consumer Defensive,Farm Products,United States,1056803.0,yfinance
SDRL,Seadrill Limited,Energy,Oil & Gas Drilling,United States,62530508.0,yfinance
SDST,Stardust Power Inc.,Industrials,Electrical Equipment & Parts,United States,10579727.0,yfinance
SEAT,Vivid Seats Inc.,Communication Services,Internet Content & Information,United States,10987411.0,yfinance
SEB,Seaboard Corporation,Industrials,Conglomerates,United States,957794.0,yfinance
SEDG,"SolarEdge Technologies, Inc.",Technology,Solar,Israel,60818202.0,yfinance
SEED,Origin Agritech Limited,Basic Materials,Agricultural Inputs,China,12129600.0,yfinance
SEER,"Seer, Inc.",Healthcare,Biotechnology,United States,54981551.0,yfinance
SEG,Seaport Entertainment Group Inc.,Real Estate,Real Estate Services,United States,12801910.0,yfinance
SEGG,Sports Entertainment Gaming Global Corporation,Consumer Cyclical,Gambling,United States,3259486.0,yfinance
SEI,"Solaris Energy Infrastructure, Inc.",Energy,Oil & Gas Equipment & Services,United States,61283020.0,yfinance
SEIC,SEI Investments Company,Financial Services,Asset Management,United States,120019182.0,yfinance
SELF,"Global Self Storage, Inc.",Real Estate,REIT - Specialty,United States,11421732.0,yfinance
SENEA,Seneca Foods Corporation,Consumer Defensive,Packaged Foods,United States,5221238.0,yfinance
SENEB,Seneca Foods Corporation,Consumer Defensive,Packaged Foods,United States,1549202.0,yfinance
SENS,"Senseonics Holdings, Inc.",Healthcare,Medical Devices,United States,52202965.0,yfinance
SEPN,"Septerna, Inc.",Healthcare,Biotechnology,United States,45075533.0,yfinance
SER,"Serina Therapeutics, Inc.",Healthcare,Biotechnology,United States,14997505.0,yfinance
SERA,"Sera Prognostics, Inc.",Healthcare,Medical Devices,United States,38190966.0,yfinance
SERV,Serve Robotics Inc.,Industrials,Integrated Freight & Logistics,United States,85090231.0,yfinance
SES,SES AI Corporation,Consumer Cyclical,Auto Parts,United States,325402113.0,yfinance
SEV,Aptera Motors Corp.,,,,27507694.0,yfinance
SEVN,Seven Hills Realty Trust,Real Estate,REIT - Mortgage,United States,22656606.0,yfinance
SEZL,Sezzle Inc.,Financial Services,Credit Services,United States,33627019.0,yfinance
SF,Stifel Financial Corporation,Financial Services,Capital Markets,United States,151589000.0,yfinance
SFBC,"Sound Financial Bancorp, Inc.",Financial Services,Banks - Regional,United States,2380876.0,yfinance
SFBS,"ServisFirst Bancshares, Inc.",Financial Services,Banks - Regional,United States,54671023.0,yfinance
SFD,"Smithfield Foods, Inc.",Consumer Defensive,Packaged Foods,United States,393477263.0,yfinance
SFHG,Samfine Creation Holdings Group Limited,Industrials,Specialty Business Services,Hong Kong,2260000.0,yfinance
SFIX,"Stitch Fix, Inc.",Consumer Cyclical,Apparel Retail,United States,118286238.0,yfinance
SFL,SFL Corporation Ltd,Industrials,Marine Shipping,Bermuda,,yfinance
SFM,"Sprouts Farmers Market, Inc.",Consumer Defensive,Grocery Stores,United States,93247625.0,yfinance
SFNC,Simmons First National Corporation,Financial Services,Banks - Regional,United States,144442482.0,yfinance
SFST,"Southern First Bancshares, Inc.",Financial Services,Banks - Regional,United States,9468000.0,yfinance
SFWL,Shengfeng Development Limited,Industrials,Integrated Freight & Logistics,China,40617513.0,yfinance
SG,"Sweetgreen, Inc.",Consumer Cyclical,Restaurants,United States,106934099.0,yfinance
SGA,"Saga Communications, Inc.",Communication Services,Broadcasting,United States,6363968.0,yfinance
SGC,"Superior Group of Companies, Inc.",Consumer Cyclical,Apparel Manufacturing,United States,15634049.0,yfinance
SGHC,Super Group (SGHC) Limited,Consumer Cyclical,Gambling,Guernsey,508076788.0,yfinance
SGHT,"Sight Sciences, Inc.",Healthcare,Medical Devices,United States,54409942.0,yfinance
SGI,Somnigroup International Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,210365491.0,yfinance
SGLY,Singularity Future Technology Ltd.,Industrials,Integrated Freight & Logistics,United States,896903.0,yfinance
SGML,Sigma Lithium Corporation,Basic Materials,Other Industrial Metals & Mining,Canada,112064646.0,yfinance
SGMT,Sagimet Biosciences Inc.,Healthcare,Biotechnology,United States,61184313.0,yfinance
SGP,"SpyGlass Pharma, Inc.",Healthcare,Biotechnology,United States,33433355.0,yfinance
SGRY,"Surgery Partners, Inc.",Healthcare,Medical Care Facilities,United States,130788162.0,yfinance
SGU,"Star Group, L.P.",Energy,Oil & Gas Refining & Marketing,United States,32833933.0,yfinance
SHAK,Shake Shack Inc.,Consumer Cyclical,Restaurants,United States,40350732.0,yfinance
SHAZ,SharonAI Holdings Inc.,Technology,Information Technology Services,United States,35268686.0,yfinance
SHBI,"Shore Bancshares, Inc.",Financial Services,Banks - Regional,United States,33416336.0,yfinance
SHC,Sotera Health Company,Healthcare,Diagnostics & Research,United States,285166994.0,yfinance
SHEN,Shenandoah Telecommunications Company,Communication Services,Telecom Services,United States,55364680.0,yfinance
SHFS,"SHF Holdings, Inc.",Financial Services,Banks - Regional,United States,6455796.0,yfinance
SHIM,Shimmick Corporation,Industrials,Engineering & Construction,United States,40986160.0,yfinance
SHIP,Seanergy Maritime Holdings Corp,Industrials,Marine Shipping,Greece,21668198.0,yfinance
SHLS,"Shoals Technologies Group, Inc.",Technology,Solar,United States,167771817.0,yfinance
SHMD,SCHMID Group N.V.,Industrials,Specialty Industrial Machinery,Germany,65675726.0,yfinance
SHO,"Sunstone Hotel Investors, Inc.",Real Estate,REIT - Hotel & Motel,United States,186291270.0,yfinance
SHOE,Shoe Station Group Inc.,Consumer Cyclical,Apparel Retail,United States,27151308.0,yfinance
SHOO,"Steven Madden, Ltd.",Consumer Cyclical,Footwear & Accessories,United States,73085436.0,yfinance
SHOP,Shopify Inc.,Technology,Software - Application,Canada,1219581025.0,yfinance
SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,585129.0,yfinance
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,United States,242758151.0,yfinance
SI,"Shoulder Innovations, Inc.",,,,20738226.0,yfinance
SIBN,"SI-BONE, Inc.",Healthcare,Medical Devices,United States,44349283.0,yfinance
SID,Companhia Siderurgica Nacional ,Basic Materials,Steel,Brazil,,yfinance
SIDU,"Sidus Space, Inc.",Industrials,Aerospace & Defense,United States,97249892.0,yfinance
SIEB,Siebert Financial Corp.,Financial Services,Capital Markets,United States,40940936.0,yfinance
SIF,"SIFCO Industries, Inc.",Industrials,Aerospace & Defense,United States,,yfinance
SIFY,Sify Technologies Limited,Communication Services,Telecom Services,India,72434615.0,yfinance
SIG,Signet Jewelers Limited,Consumer Cyclical,Luxury Goods,Bermuda,,yfinance
SIGA,"SIGA Technologies, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,71724097.0,yfinance
SIGI,"Selective Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty,United States,59600000.0,yfinance
SII,Sprott Inc.,Financial Services,Asset Management,Canada,25782581.0,yfinance
SILC,Silicom Ltd.,Technology,Communication Equipment,Israel,5747611.0,yfinance
SILO,"Silo Pharma, Inc.",Healthcare,Biotechnology,United States,1128610.0,yfinance
SINT,"Sintx Technologies, Inc.",Healthcare,Medical Devices,United States,6357630.0,yfinance
SION,"Sionna Therapeutics, Inc.",Healthcare,Biotechnology,United States,45150330.0,yfinance
SIRI,Sirius XM Holdings Inc.,Communication Services,Entertainment,United States,337066891.0,yfinance
SITC,SITE Centers Corp.,Real Estate,REIT - Retail,United States,52474874.0,yfinance
SITE,"SiteOne Landscape Supply, Inc.",Industrials,Industrial Distribution,United States,43655390.0,yfinance
SITM,SiTime Corporation,Technology,Semiconductors,United States,29955519.0,yfinance
SJ,Scienjoy Holding Corporation,Communication Services,Internet Content & Information,China,39537710.0,yfinance
SJM,The J. M. Smucker Company,Consumer Defensive,Packaged Foods,United States,106880690.0,yfinance
SJT,San Juan Basin Royalty Trust,Energy,Oil & Gas E&P,United States,,yfinance
SKE,Skeena Resources Limited,Basic Materials,Other Industrial Metals & Mining,Canada,124084385.0,yfinance
SKIL,Skillsoft Corp.,Consumer Defensive,Education & Training Services,United States,8967529.0,yfinance
SKIN,SkinHealth Systems Inc.,Consumer Defensive,Household & Personal Products,United States,129600040.0,yfinance
SKK,,Industrials,Engineering & Construction,Singapore,,yfinance
SKM,"SK Telecom Co., Ltd.",Communication Services,Telecom Services,South Korea,383888128.0,yfinance
SKT,Tanger Inc.,Real Estate,REIT - Retail,United States,114875851.0,yfinance
SKWD,"Skyward Specialty Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty,United States,40543065.0,yfinance
SKY,"Champion Homes, Inc.",Consumer Cyclical,Residential Construction,United States,54894278.0,yfinance
SKYA,"SkyAI, Inc.",Technology,Software - Infrastructure,United States,42322168.0,yfinance
SKYE,"Skye Bioscience, Inc.",Healthcare,Biotechnology,United States,35143722.0,yfinance
SKYH,Sky Harbour Group Corporation,Real Estate,Real Estate - Development,United States,34481588.0,yfinance
SKYQ,Sky Quarry Inc.,Energy,Oil & Gas Integrated,United States,4794646.0,yfinance
SKYT,"SkyWater Technology, Inc.",Technology,Semiconductors,United States,49204602.0,yfinance
SKYW,"SkyWest, Inc.",Industrials,Airlines,United States,39660281.0,yfinance
SKYX,SKYX Platforms Corp.,Industrials,Electrical Equipment & Parts,United States,134484086.0,yfinance
SLAB,Silicon Laboratories Inc.,Technology,Semiconductors,United States,32981823.0,yfinance
SLB,SLB N.V.,Energy,Oil & Gas Equipment & Services,United States,1484143231.0,yfinance
SLBT,SL Science Holding Limited,Healthcare,Biotechnology,Taiwan,560759757.0,yfinance
SLDB,Solid Biosciences Inc.,Healthcare,Biotechnology,United States,98449606.0,yfinance
SLDE,"Slide Insurance Holdings, Inc.",Financial Services,Insurance - Property & Casualty,United States,116811719.0,yfinance
SLDP,"Solid Power, Inc.",Consumer Cyclical,Auto Parts,United States,224983692.0,yfinance
SLE,"Super League Enterprise, Inc.",Communication Services,Internet Content & Information,United States,1608949.0,yfinance
SLF,Sun Life Financial Inc.,Financial Services,Insurance - Diversified,Canada,554299767.0,yfinance
SLG,SL Green Realty Corp.,Real Estate,REIT - Office,United States,71124483.0,yfinance
SLGB,Smart Logistics Global Limited,Industrials,Integrated Freight & Logistics,Hong Kong,45000000.0,yfinance
SLGL,Sol-Gel Technologies Ltd.,Healthcare,Biotechnology,Israel,3268991.0,yfinance
SLGN,Silgan Holdings Inc.,Consumer Cyclical,Packaging & Containers,United States,105679758.0,yfinance
SLI,Standard Lithium Ltd.,Basic Materials,Other Industrial Metals & Mining,Canada,246303617.0,yfinance
SLM,SLM Corporation,Financial Services,Credit Services,United States,188000000.0,yfinance
SLMT,Brera Holdings PLC,Technology,Software - Infrastructure,Ireland,11009294.0,yfinance
SLN,Silence Therapeutics plc,Healthcare,Biotechnology,United Kingdom,47234613.0,yfinance
SLND,"Southland Holdings, Inc.",Industrials,Engineering & Construction,United States,54218882.0,yfinance
SLNG,"Stabilis Solutions, Inc.",Energy,Oil & Gas Integrated,United States,18596301.0,yfinance
SLNH,"Soluna Holdings, Inc.",Financial Services,Capital Markets,United States,157747354.0,yfinance
SLP,"Simulations Plus, Inc.",Healthcare,Health Information Services,United States,20224838.0,yfinance
SLQT,"SelectQuote, Inc.",Financial Services,Insurance Brokers,United States,176347774.0,yfinance
SLS,"SELLAS Life Sciences Group, Inc.",Healthcare,Biotechnology,United States,196632574.0,yfinance
SLSN,"Solesence, Inc.",Consumer Defensive,Household & Personal Products,United States,70632445.0,yfinance
SLSR,Solaris Resources Inc.,Basic Materials,Other Precious Metals & Mining,Switzerland,167035328.0,yfinance
SLVM,Sylvamo Corporation,Basic Materials,Paper & Paper Products,United States,39736136.0,yfinance
SLXN,Silexion Therapeutics Corp,Healthcare,Biotechnology,Israel,1063117.0,yfinance
SM,SM Energy Company,Energy,Oil & Gas E&P,United States,239748701.0,yfinance
SMA,"SmartStop Self Storage REIT, Inc.",Real Estate,REIT - Industrial,United States,55365295.0,yfinance
SMBC,"Southern Missouri Bancorp, Inc.",Financial Services,Banks - Regional,United States,11011109.0,yfinance
SMBK,"SmartFinancial, Inc.",Financial Services,Banks - Regional,United States,17098473.0,yfinance
SMC,Summit Midstream Corporation,Energy,Oil & Gas Midstream,United States,13814286.0,yfinance
SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,United States,646873027.0,yfinance
SMG,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Inputs,United States,58181937.0,yfinance
SMHB,ETRACS 2xMonthly Pay Leveraged US Small Cap High Dividend ETN,,,,,yfinance
SMHI,SEACOR Marine Holdings Inc.,Industrials,Marine Shipping,United States,27132826.0,yfinance
SMID,Smith-Midland Corporation,Basic Materials,Building Materials,United States,5306554.0,yfinance
SMJF,SMJ International Holdings Inc.,Consumer Cyclical,Textile Manufacturing,Singapore,14937500.0,yfinance
SMMT,Summit Therapeutics Inc.,Healthcare,Biotechnology,United States,797749602.0,yfinance
SMP,"Standard Motor Products, Inc.",Consumer Cyclical,Auto Parts,United States,,yfinance
SMPL,The Simply Good Foods Company,Consumer Defensive,Packaged Foods,United States,88441207.0,yfinance
SMR,NuScale Power Corporation,Industrials,Specialty Industrial Machinery,United States,346105785.0,yfinance
SMRT,"SmartRent, Inc.",Technology,Software - Application,United States,192838069.0,yfinance
SMSI,"Smith Micro Software, Inc.",Technology,Software - Application,United States,5589880.0,yfinance
SMTC,Semtech Corporation,Technology,Semiconductors,United States,93151168.0,yfinance
SMTI,Sanara MedTech Inc.,Healthcare,Medical Instruments & Supplies,United States,9193061.0,yfinance
SMTK,"SmartKem, Inc.",Technology,Semiconductor Equipment & Materials,United Kingdom,21446213.0,yfinance
SMWB,Similarweb Ltd.,Technology,Software - Application,Israel,87600541.0,yfinance
SMX,SMX (Security Matters) Public Limited Company,Industrials,Specialty Business Services,Ireland,978608.0,yfinance
SMXT,"SolarMax Technology, Inc.",Technology,Solar,United States,56906572.0,yfinance
SN,"SharkNinja, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,,yfinance
SNA,Snap-On Incorporated,Industrials,Tools & Accessories,United States,51727124.0,yfinance
SNAL,"Snail, Inc.",Communication Services,Electronic Gaming & Multimedia,United States,3093778.0,yfinance
SNAP,Snap Inc.,Communication Services,Internet Content & Information,United States,1403010701.0,yfinance
SND,"Smart Sand, Inc.",Energy,Oil & Gas Equipment & Services,United States,42985681.0,yfinance
SNDA,"Sonida Senior Living, Inc.",Healthcare,Medical Care Facilities,United States,47346257.0,yfinance
SNDK,Sandisk Corporation,Technology,Computer Hardware,United States,148089758.0,yfinance
SNDL,SNDL Inc.,Consumer Defensive,Beverages - Wineries & Distilleries,Canada,260300000.0,yfinance
SNDR,"Schneider National, Inc.",Industrials,Trucking,United States,92094808.0,yfinance
SNDX,"Syndax Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,88610027.0,yfinance
SNES,"SenesTech, Inc.",Basic Materials,Specialty Chemicals,United States,5303426.0,yfinance
SNEX,StoneX Group Inc.,Financial Services,Capital Markets,United States,120962936.0,yfinance
SNFCA,Security National Financial Corporation,Financial Services,Insurance - Life,United States,22392533.0,yfinance
SNGX,"Soligenix, Inc.",Healthcare,Biotechnology,United States,14824174.0,yfinance
SNN,Smith & Nephew plc,Healthcare,Medical Devices,United Kingdom,420257919.0,yfinance
SNOA,"Sonoma Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,4785801.0,yfinance
SNOW,Snowflake Inc.,Technology,Software - Application,United States,346600000.0,yfinance
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,United States,191479325.0,yfinance
SNT,Senstar Technologies Corporation,Industrials,Security & Protection Services,Canada,23331653.0,yfinance
SNTG,Sentage Holdings Inc.,Financial Services,Credit Services,China,2805325.0,yfinance
SNTI,"Senti Biosciences Holdings, Inc.",Healthcare,Biotechnology,United States,31144754.0,yfinance
SNWV,"SANUWAVE Health, Inc.",Healthcare,Medical Devices,United States,8598976.0,yfinance
SNX,TD SYNNEX Corporation,Technology,Electronics & Computer Distribution,United States,,yfinance
SNYR,Synergy CHC Corp.,Healthcare,Medical Distribution,United States,,yfinance
SO,Southern Company (The),Utilities,Utilities - Regulated Electric,United States,1150362966.0,yfinance
SOAR,"Volato Group, Inc.",Industrials,Airports & Air Services,United States,53183044.0,yfinance
SOBO,South Bow Corporation,Energy,Oil & Gas Midstream,Canada,208584627.0,yfinance
SOBR,"SOBR Safe, Inc.",Technology,Scientific & Technical Instruments,United States,2876562.0,yfinance
SOC,Sable Offshore Corp.,Energy,Oil & Gas Drilling,United States,191700572.0,yfinance
SOFI,"SoFi Technologies, Inc.",Financial Services,Credit Services,United States,1290312404.0,yfinance
SOLS,"Solstice Advanced Materials, Inc.",Basic Materials,Specialty Chemicals,United States,158847369.0,yfinance
SOLV,Solventum Corporation,Healthcare,Medical Instruments & Supplies,United States,173174712.0,yfinance
SON,Sonoco Products Company,Consumer Cyclical,Packaging & Containers,United States,98875003.0,yfinance
SONM,"DNA X, Inc.",Financial Services,Capital Markets,United States,1488268.0,yfinance
SONO,"Sonos, Inc.",Technology,Consumer Electronics,United States,118293979.0,yfinance
SOPH,SOPHiA GENETICS SA,Healthcare,Health Information Services,Switzerland,83895266.0,yfinance
SOR,"Source Capital, Inc. Cmn Shs of",Financial Services,Asset Management,United States,,yfinance
SORA,AsiaStrategy,Consumer Cyclical,Luxury Goods,Hong Kong,24864000.0,yfinance
SOS,SOS Limited,Financial Services,Capital Markets,China,13235873.0,yfinance
SOTK,Sono-Tek Corporation,Technology,Scientific & Technical Instruments,United States,15716723.0,yfinance
SOUN,"SoundHound AI, Inc.",Technology,Software - Application,United States,403138772.0,yfinance
SOWG,Sow Good Inc.,Consumer Defensive,Confectioners,United States,20120117.0,yfinance
SPAI,Safe Pro Group Inc.,Industrials,Aerospace & Defense,United States,20618817.0,yfinance
SPB,"Spectrum Brands Holdings, Inc.",Consumer Defensive,Household & Personal Products,United States,22995596.0,yfinance
SPCB,SuperCom Ltd.,Industrials,Security & Protection Services,Israel,6280452.0,yfinance
SPCE,"Virgin Galactic Holdings, Inc.",Industrials,Aerospace & Defense,United States,128537275.0,yfinance
SPXC,"SPX Technologies, Inc.",Industrials,Building Products & Equipment,United States,50064839.0,yfinance
SQFT,"Presidio Property Trust, Inc.",Real Estate,REIT - Diversified,United States,1309511.0,yfinance
SQM,Sociedad Química y Minera de Chile S.A.,Basic Materials,Specialty Chemicals,Chile,142818904.0,yfinance
SR,Spire Inc.,Utilities,Utilities - Regulated Gas,United States,,yfinance
SRAD,Sportradar Group AG,Technology,Software - Application,Switzerland,217450452.0,yfinance
SRBK,"SR Bancorp, Inc.",Financial Services,Banks - Regional,United States,7268802.0,yfinance
SRCE,1st Source Corporation,Financial Services,Banks - Regional,United States,24068891.0,yfinance
SRE,DBA Sempra,Utilities,Utilities - Diversified,United States,,yfinance
SRFM,Surf Air Mobility Inc.,Industrials,Airlines,United States,110994594.0,yfinance
SRG,Seritage Growth Properties,Real Estate,Real Estate Services,United States,56324607.0,yfinance
SRI,"Stoneridge, Inc.",Consumer Cyclical,Auto Parts,United States,,yfinance
SRL,Scully Royalty Ltd.,Financial Services,Capital Markets,China,15226351.0,yfinance
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,United States,105576222.0,yfinance
SRRK,Scholar Rock Holding Corporation,Healthcare,Biotechnology,United States,119828338.0,yfinance
SRTA,"Strata Critical Medical, Inc.",Healthcare,Medical Care Facilities,United States,86526570.0,yfinance
SRTS,"Sensus Healthcare, Inc.",Healthcare,Medical Devices,United States,16462059.0,yfinance
SRXH,SRX Global Inc.,Consumer Defensive,Packaged Foods,United States,19517834.0,yfinance
SRZN,"Surrozen, Inc.",Healthcare,Biotechnology,United States,11610371.0,yfinance
SSB,SouthState Bank Corporation,Financial Services,Banks - Regional,United States,96971142.0,yfinance
SSBI,Summit State Bank,Financial Services,Banks - Regional,United States,6766616.0,yfinance
SSD,"Simpson Manufacturing Company, ",Basic Materials,Lumber & Wood Production,United States,,yfinance
SSII,"SS Innovations International, Inc.",Healthcare,Medical Devices,India,200131535.0,yfinance
SSM,Sono Group N.V.,Consumer Cyclical,Auto Manufacturers,Germany,1424834.0,yfinance
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Software - Application,United States,234654996.0,yfinance
SSP,E.W. Scripps Company (The),Communication Services,Broadcasting,United States,,yfinance
SSRM,SSR Mining Inc.,Basic Materials,Gold,United States,207491071.0,yfinance
SST,"System1, Inc.",Industrials,Specialty Business Services,United States,8217390.0,yfinance
SSTI,"SoundThinking, Inc.",Technology,Software - Application,United States,12953937.0,yfinance
SSTK,"Shutterstock, Inc.",Communication Services,Internet Content & Information,United States,36738014.0,yfinance
SSYS,Stratasys Ltd.,Technology,Computer Hardware,United States,86814000.0,yfinance
ST,Sensata Technologies Holding plc,Technology,Scientific & Technical Instruments,United States,145535862.0,yfinance
STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,United States,49788495.0,yfinance
STAG,"STAG Industrial, Inc.",Real Estate,REIT - Industrial,United States,192803274.0,yfinance
STAK,STAK Inc.,Energy,Oil & Gas Equipment & Services,China,10010349.0,yfinance
STBA,"S&T Bancorp, Inc.",Financial Services,Banks - Regional,United States,35264936.0,yfinance
STC,Stewart Information Services Corporation,Financial Services,Insurance - Property & Casualty,United States,30450000.0,yfinance
STE,STERIS plc,Healthcare,Medical Devices,United States,97457680.0,yfinance
STEM,"Stem, Inc.",Utilities,Utilities - Renewable,United States,8956953.0,yfinance
STEP,StepStone Group Inc.,Financial Services,Asset Management,United States,82288907.0,yfinance
STEX,Streamex Corp.,Financial Services,Capital Markets,United States,104274817.0,yfinance
STFS,Star Fashion Culture Holdings Limited,Communication Services,Advertising Agencies,China,1161276.0,yfinance
STGW,Stagwell Inc.,Communication Services,Advertising Agencies,United States,244475000.0,yfinance
STHO,Star Holdings,Real Estate,Real Estate Services,United States,12081333.0,yfinance
STI,"Solidion Technology, Inc.",Industrials,Electrical Equipment & Parts,United States,8495683.0,yfinance
STIM,"Neuronetics, Inc.",Healthcare,Medical Devices,United States,69587840.0,yfinance
STKE,Sol Strategies Inc.,Financial Services,Capital Markets,Canada,38423175.0,yfinance
STKS,"The ONE Group Hospitality, Inc.",Consumer Cyclical,Restaurants,United States,31564301.0,yfinance
STLA,Stellantis N.V.,Consumer Cyclical,Auto Manufacturers,Netherlands,2900941252.0,yfinance
